1;AW338195;344352
2;AW338196;344352
3;AW339363;341274
4;AW346718;341274
5;AW349563;334271
6;AW349564;334272
7;A094314863;334384
8;A094314864;334385
9;A094314865;334394
10;A094314866;334395
11;A094344019;334386
12;A094344020;334387
13;A094344025;334388
14;A094344026;334389
15;A094344027;335040
16;A094344028;335041
17;A094344044;334319
18;A094344045;334320
19;A103363;343121
20;A103363;443066
21;A103363;553100
22;A103364;343121
23;A103364;443066
24;A103364;553100
25;A122635;343121
26;A122635;443066
27;A122635;553100
28;A150680;365004
29;A150680;665020
30;A150681;365004
31;A150681;665020
32;A150682;365004
33;A150682;665020
34;A151096;443308?
35;A151107;443066
36;A151107;553100
37;A151244;443308?
38;A204206;444163
39;A204206;553254
40;A204246;344325
41;A204246;444024
42;A204247;344325
43;A204247;444024
44;A206307;344334
45;A206307;444023
46;A206307;553084
47;A410923;343213
48;A410923;443149
49;A410923;553255
50;A420522;442056
51;A420920;552012
52;A420921;552012
53;A420926;552012
54;A430645;442056
55;A431175;442040
56;BA1E34700;333087
57;BA1E34700;633113
58;BA1E34700A;333087
59;BA1E34700A;633113
60;BA1E34900;333088
61;BA1E34900;633114
62;BA1E34900A;333088
63;BA1E34900A;633114
64;BB1P28700A;333132
65;BB1P28700A;633143
66;BB1P28900A;333133
67;BB1P28900A;633144
68;BB2L34700B;333130
69;BB2L34900B;333131
70;BB6234910A;663018
71;BB6234960A;663018
72;BC1D28700C;333184
73;BC1D28900C;333185
74;BC1D34700A;333182
75;BC1D34900A;333183
76;BC1E28700D;333180
77;BC1E28900D;333181
78;BC1E34700;333182
79;BC1E34700A;333182
80;BC1E34700B;333178
81;BC1E34700F;333178
82;BC1E34900;333183
83;BC1E34900A;333183
84;BC1E34900B;333179
85;BC1E34900F;333179
86;BC1F28700B;333184
87;BC1F28900B;333185
88;BC1F34700;333182
89;BC1F34900;333183
90;BC1G28700D;333180
91;BC1G28900D;333181
92;BC1G34700;333182
93;BC1G34700A;333178
94;BC1G34700F;333178
95;BC1G34900;333183
96;BC1G34900A;333179
97;BC1G34900F;333179
98;BC6L28700;333294
99;BC6L28900;333295
100;BC6V28700A;333180
101;BC6V28900A;333181
102;BC8W28700B;333294
103;BC8W28900B;333295
104;BC8W34700F;333292
105;BC8W34900F;333293
106;BG6228700A;332017
107;BG6228700A;632032
108;BG6228700B;332017
109;BG6228700B;632032
110;BG6228700C;332017
111;BG6228700C;632032
112;BG6228900A;332018
113;BG6228900A;632033
114;BG6228900B;332018
115;BG6228900B;632033
116;BG6228900C;332018
117;BG6228900C;632033
118;BJ0128700D;333072
119;BJ0128700D;633072
120;BJ0128900D;333073
121;BJ0128900D;633073
122;BJ3628700B;333072
123;BJ3628700B;633072
124;BJ3628900B;333073
125;BJ3628900B;633073
126;BJ3D28700D;333276
127;BJ3D28900D;333277
128;BJ3D34700C;333274
129;BJ3D34700E;333350
130;BJ3D34900C;333275
131;BJ3D34900E;333351
132;BK2H28700;333276
133;BK2H28900;333277
134;BK2H34700A;333274
135;BK2H34900A;333275
136;BK2J28700E;333296
137;BK2J28900E;333297
138;BL2A34700A;333350
139;BL2A34700B;333350
140;BL2A34700C;333350
141;BL2A34900A;333351
142;BL2A34900B;333351
143;BL2A34900C;333351
144;BL5P28700;333296
145;BL5P28900;333297
146;BL8P28700A;333276
147;BL8P28900A;333277
148;BL8P34700A;333350
149;BL8P34700B;333350
150;BL8P34700C;333350
151;BL8P34900A;333351
152;BL8P34900B;333351
153;BL8P34900C;333351
154;BN5V34700;333350
155;BN5V34900;333351
156;BP4K28910D;343412
157;BP4K28910D;551105
158;BR7028700A;333132
159;BR7028700A;633143
160;BR7028900A;333133
161;BR7028900A;633144
162;BR7034700;333126
163;BR7034700;633137
164;BR7034700D;333126
165;BR7034700D;633137
166;BR7034700E;333126
167;BR7034700E;633137
168;BR7034900;333127
169;BR7034900;633138
170;BR7034900D;333127
171;BR7034900D;633138
172;BR7034900E;333127
173;BR7034900E;633138
174;BS0628700;333097
175;BS0628700;633088
176;BS0628900;333098
177;BS0628900;633089
178;BS3434700B;333130
179;BS3434700C;333130
180;BS3434900B;333131
181;BS3434900C;333131
182;BT8S28700A;332017
183;BT8S28700A;632032
184;BT8S28900A;332018
185;BT8S28900A;632033
186;BT8S34700A;333025
187;BT8S34700A;633049
188;BT8S34900A;333026
189;BT8S34900A;633050
190;BVAP28700;333294
191;BVAP28900;333295
192;BVBC34700A;333292
193;BVBC34900A;333293
194;BVBE34700A;333292
195;BVBE34900A;333293
196;BVT534700H;333292
197;BVT534900H;333293
198;BVT634700A;333292
199;BVT634900A;333293
200;BVW228700D;333294
201;BVW228900D;333295
202;BVW328700A;333294
203;BVW328900A;333295
204;B00128700C;332009
205;B00128700C;632004
206;B00128700E;332009
207;B00128700E;632004
208;B00128900C;332010
209;B00128900C;632005
210;B00128900E;332010
211;B00128900E;632005
212;B00134700C;333007
213;B00134700C;633010
214;B00134900C;333008
215;B00134900C;633011
216;B003478;343213
217;B003478;443149
218;B003478;553255
219;B01C28700;334123
220;B01C28900;334124
221;B01C34700;334121
222;B01C34900;334122
223;B01D28700;334119
224;B01D28900;334120
225;B01D34700;334117
226;B01D34900;334118
227;B02928700C;332009
228;B02928700C;632004
229;B02928900C;332010
230;B02928900C;632005
231;B02934700C;333007
232;B02934700C;633010
233;B02934900C;333008
234;B02934900C;633011
235;B03728700;332009
236;B03728700;632004
237;B03728900;332010
238;B03728900;632005
239;B04828700;332009
240;B04828700;632004
241;B04828900;332010
242;B04828900;632005
243;B09228700D;332019
244;B09228700D;632034
245;B09228700G;332019
246;B09228700G;632034
247;B09228900D;332020
248;B09228900D;632035
249;B09228900G;332020
250;B09228900G;632035
251;B09234700;333025
252;B09234700;633049
253;B09234700B;333025
254;B09234700B;633049
255;B09234900;333026
256;B09234900;633050
257;B09234900B;333026
258;B09234900B;633050
259;B09728700D;333085
260;B09728700D;633111
261;B09728700F;333085
262;B09728700F;633111
263;B09728900D;333086
264;B09728900D;633112
265;B09728900F;333086
266;B09728900F;633112
267;B09734700;333025
268;B09734700;633049
269;B09734700B;333025
270;B09734700B;633049
271;B09734700C;333025
272;B09734700C;633049
273;B09734900;333026
274;B09734900;633050
275;B09734900B;333026
276;B09734900B;633050
277;B09734900C;333026
278;B09734900C;633050
279;B16G34700A;333292
280;B16G34900A;333293
281;B18034700;333025
282;B18034700;633049
283;B18034700B;333025
284;B18034700B;633049
285;B18034900;333026
286;B18034900;633050
287;B18034900B;333026
288;B18034900B;633050
289;B2018FE020;334306
290;B2018FE030;334307
291;B2018FE080;334302
292;B2018FE090;334303
293;B21028700;633078
294;B21028700D;633078
295;B21028900;633079
296;B21028900D;633079
297;B21034700;633076
298;B21034700A;633076
299;B21034900;633077
300;B21034900A;633077
301;B21228700;633078
302;B21228700A;633078
303;B21228700D;633078
304;B21228900;633079
305;B21228900D;633079
306;B2122890XA;633079
307;B21234700;633076
308;B21234700A;633076
309;B21234900;633077
310;B21234900A;633077
311;B21628700C;333072
312;B21628700C;633072
313;B21628900C;333073
314;B21628900C;633073
315;B22234700;333025
316;B22234700;633049
317;B22234700B;333025
318;B22234700B;633049
319;B22234900;333026
320;B22234900;633050
321;B22234900B;333026
322;B22234900B;633050
323;B25D28700G;333276
324;B25D28900G;333277
325;B25D34700C;333274
326;B25D34900C;333275
